,total_rate,580026,600111,600089,600584,600175
13:55:51,786,21,8,3,8,3
13:55:52,774,13,3,4,7,5
13:55:53,711,16,2,6,7,4
13:55:54,736,17,8,3,11,4
13:55:55,754,13,3,6,8,5
13:55:56,758,17,6,2,10,4
13:55:57,801,19,5,8,7,3
13:55:58,811,21,9,3,6,5
13:55:59,764,22,3,1,7,7
13:56:00,792,22,4,5,10,2
13:56:01,766,21,0,5,5,5
13:56:02,778,27,8,7,4,2
13:56:03,727,28,7,4,6,6
13:56:04,775,23,4,10,9,2
13:56:05,761,26,5,5,5,2
13:56:06,777,26,5,4,12,5
13:56:07,830,28,4,7,10,6
13:56:08,776,21,2,1,14,6
13:56:09,760,37,7,1,9,4
13:56:10,786,34,4,9,17,3
13:56:11,720,24,3,6,5,3
13:56:12,782,28,9,3,8,6
13:56:13,733,18,4,6,5,5
13:56:14,728,24,5,5,9,4
13:56:15,770,19,5,5,9,1
13:56:16,721,25,6,1,5,5
13:56:17,765,18,3,8,7,7
13:56:18,754,30,6,6,9,3
13:56:19,769,24,11,3,12,3
13:56:20,762,23,5,5,10,4
13:56:21,755,23,3,4,3,6
13:56:22,731,20,7,3,8,4
13:56:23,719,25,6,4,3,3
13:56:24,705,26,11,1,9,9
13:56:25,750,29,14,2,8,9
13:56:26,765,22,8,8,9,8
13:56:27,738,26,4,7,4,2
13:56:28,696,24,0,3,5,4
13:56:29,762,28,7,5,9,5
13:56:30,802,28,4,3,12,4
13:56:31,757,20,3,6,8,4
13:56:32,798,32,8,7,8,5
13:56:33,790,17,5,5,6,6
13:56:34,797,22,7,1,4,5
13:56:35,752,27,3,4,11,4
13:56:36,773,24,6,1,8,4
13:56:37,756,24,10,6,7,2
13:56:38,765,25,9,5,7,3
13:56:39,734,23,13,1,6,2
13:56:40,778,29,9,4,6,6
13:56:41,807,21,11,3,4,9
13:56:42,757,23,4,3,8,2
13:56:43,766,16,12,10,10,3
13:56:44,723,26,8,0,7,6
13:56:45,715,22,10,5,9,4
13:56:46,714,23,6,6,5,4
13:56:47,738,25,7,4,7,3
13:56:48,756,31,2,6,8,2
13:56:49,754,19,5,7,6,4
13:56:50,716,13,5,2,6,4
13:56:51,771,16,8,4,6,7
13:56:52,746,16,11,2,3,3
13:56:53,749,26,16,8,3,1
13:56:54,725,20,8,1,9,3
13:56:55,765,14,11,4,10,3
13:56:56,741,16,4,7,5,6
13:56:57,736,15,3,6,8,6
13:56:58,760,21,12,5,4,13
13:56:59,772,15,5,9,12,7
13:57:00,730,21,11,1,6,3
13:57:01,791,10,11,8,7,8
13:57:02,750,12,7,6,6,5
13:57:03,749,18,4,7,8,2
13:57:04,690,13,6,7,6,4
13:57:05,754,21,9,3,9,2
13:57:06,754,15,5,8,5,3
13:57:07,776,15,17,6,5,2
13:57:08,814,23,6,5,9,4
13:57:09,732,18,6,5,6,3
13:57:10,740,12,8,6,4,5
13:57:11,738,12,12,3,7,6
13:57:12,751,16,9,7,7,7
13:57:13,768,26,12,3,7,9
13:57:14,745,14,11,5,8,2
13:57:15,746,22,11,3,2,8
13:57:16,733,14,10,3,6,3
13:57:17,735,12,13,7,3,7
13:57:18,726,16,8,3,6,4
13:57:19,728,10,8,3,6,3
13:57:20,751,14,13,5,5,6
13:57:21,698,10,6,7,7,1
13:57:22,727,12,9,5,8,3
13:57:23,756,17,10,5,4,7
13:57:24,709,21,12,6,11,5
13:57:25,683,16,7,4,6,4
13:57:26,767,17,8,8,4,4
13:57:27,732,15,9,4,6,4
13:57:28,705,9,10,4,5,7
13:57:29,722,23,7,5,8,5
13:57:30,727,15,7,6,7,6
13:57:31,734,11,12,5,9,5
13:57:32,791,18,8,9,14,7
13:57:33,798,12,7,6,3,7
13:57:34,727,13,8,4,7,2
13:57:35,683,15,12,6,6,4
13:57:36,755,9,12,6,5,5
13:57:37,793,13,7,8,14,6
13:57:38,758,7,8,9,6,3
13:57:39,776,7,15,7,6,4
13:57:40,698,9,13,4,3,10
13:57:41,688,13,14,5,8,8
13:57:42,756,12,18,3,6,6
13:57:43,785,16,16,3,5,3
13:57:44,749,11,9,5,11,6
13:57:45,738,20,15,2,8,2
13:57:46,702,12,6,7,8,5
13:57:47,744,18,16,4,11,5
13:57:48,699,11,13,6,2,5
13:57:49,688,7,12,3,3,9
13:57:50,789,19,14,5,3,7
13:57:51,737,18,14,8,5,6
13:57:52,689,14,8,4,3,7
13:57:53,734,12,9,1,8,4
13:57:54,684,13,7,2,3,7
13:57:55,705,14,12,1,4,3
13:57:56,772,17,10,7,7,5
13:57:57,668,12,13,4,5,2
13:57:58,676,17,14,5,3,4
13:57:59,715,15,12,2,6,3
13:58:00,759,9,15,4,5,4
13:58:01,768,9,10,5,8,5
13:58:02,731,19,13,7,6,5
13:58:03,681,10,11,6,11,8
13:58:04,754,16,11,4,3,5
13:58:05,738,7,6,6,8,3
13:58:06,710,19,8,4,11,0
13:58:07,709,14,20,10,5,7
13:58:08,745,10,7,2,6,3
13:58:09,767,14,7,4,3,3
13:58:10,705,11,9,2,5,8
13:58:11,689,9,8,6,4,6
13:58:12,702,16,11,7,5,3
13:58:13,732,10,16,4,3,4
13:58:14,743,16,14,6,5,4
13:58:15,684,8,12,6,8,3
13:58:16,721,17,12,5,7,3
13:58:17,723,11,14,5,4,4
13:58:18,721,17,16,7,6,9
13:58:19,773,22,15,9,5,7
13:58:20,729,7,12,5,5,5
13:58:21,714,12,11,6,5,4
13:58:22,725,12,10,3,5,7
13:58:23,697,10,11,5,2,5
13:58:24,719,6,9,5,7,2
13:58:25,763,13,10,7,8,3
13:58:26,706,4,16,5,10,6
13:58:27,741,11,6,2,9,4
13:58:28,712,7,12,3,5,2
13:58:29,738,13,13,5,8,3
13:58:30,738,18,21,2,8,5
13:58:31,716,9,9,4,4,4
13:58:32,739,9,15,4,5,5
13:58:33,720,12,17,4,5,4
13:58:34,708,10,21,5,6,3
13:58:35,755,10,12,6,6,6
13:58:36,735,10,11,8,2,2
13:58:37,713,10,12,3,5,6
13:58:38,680,7,14,8,6,5
13:58:39,752,12,20,4,5,6
13:58:40,708,13,13,3,4,5
13:58:41,726,11,11,5,5,3
13:58:42,697,8,16,2,5,3
13:58:43,694,11,9,6,4,4
13:58:44,716,10,17,2,7,5
13:58:45,688,10,16,7,4,4
13:58:46,758,11,18,3,5,5
13:58:47,712,12,10,2,8,6
13:58:48,714,14,11,3,7,6
13:58:49,708,7,17,4,7,4
13:58:50,718,8,13,2,8,6
13:58:51,678,6,16,5,2,5
13:58:52,661,14,9,2,3,4
13:58:53,723,17,12,5,7,7
13:58:54,703,6,11,4,3,4
13:58:55,712,10,9,4,6,3
13:58:56,686,5,9,1,4,4
13:58:57,682,9,13,1,6,7
13:58:58,656,13,17,2,4,4
13:58:59,752,15,8,4,6,5
13:59:00,690,11,10,5,9,9
13:59:01,645,13,12,6,9,3
13:59:02,690,10,17,3,2,5
13:59:03,692,13,8,4,6,6
13:59:04,735,12,14,11,6,6
13:59:05,707,11,14,6,7,6
13:59:06,668,16,10,4,1,7
13:59:07,624,6,8,3,5,2
13:59:08,751,14,10,4,3,5
13:59:09,692,10,14,2,7,5
13:59:10,688,15,11,1,6,4
13:59:11,673,11,19,5,3,3
13:59:12,754,16,7,3,5,3
13:59:13,680,10,16,3,2,5
13:59:14,699,7,14,4,3,6
13:59:15,673,14,8,4,2,2
13:59:16,757,13,16,5,8,5
13:59:17,750,5,14,4,6,5
13:59:18,750,6,5,5,8,4
13:59:19,669,11,11,3,4,6
13:59:20,671,12,14,5,2,3
13:59:21,672,9,11,3,10,2
13:59:22,649,9,13,3,2,5
13:59:23,680,11,18,7,8,8
13:59:24,739,5,14,5,10,8
13:59:25,769,9,9,6,5,5
13:59:26,671,13,14,0,2,7
13:59:27,688,10,12,3,8,6
13:59:28,694,12,12,5,7,6
13:59:29,670,10,17,6,6,4
13:59:30,653,11,8,3,4,4
13:59:31,740,5,6,7,4,5
13:59:32,745,18,6,6,6,1
13:59:33,683,11,8,4,9,5
13:59:34,672,8,15,2,5,5
13:59:35,692,8,9,7,6,6
13:59:36,696,10,17,5,2,5
13:59:37,698,8,12,6,6,5
13:59:38,715,9,14,2,3,2
13:59:39,680,15,11,6,5,6
13:59:40,702,9,8,4,1,10
13:59:41,652,11,12,3,6,5
13:59:42,695,9,13,4,5,7
13:59:43,687,7,7,4,5,4
13:59:44,676,11,10,1,7,1
13:59:45,666,15,10,4,7,4
13:59:46,696,12,13,1,6,5
13:59:47,655,14,9,3,5,4
13:59:48,659,11,9,5,4,3
13:59:49,711,10,8,4,10,9
13:59:50,731,11,12,2,5,6
13:59:51,761,9,13,5,5,3
13:59:52,634,7,9,3,1,3
13:59:53,693,14,5,1,1,4
13:59:54,680,11,10,6,3,6
13:59:55,680,15,9,4,7,5
13:59:56,635,11,7,2,5,6
13:59:57,693,10,12,4,3,11
13:59:58,717,6,13,1,3,2
13:59:59,693,12,6,6,9,2
14:00:00,727,11,12,5,5,5
14:00:01,704,13,21,0,8,4
14:00:02,721,14,10,3,10,4
14:00:03,711,17,10,3,7,5
14:00:04,668,13,7,3,7,4
14:00:05,756,12,6,3,5,6
14:00:06,650,11,7,5,9,6
14:00:07,690,9,5,5,6,3
14:00:08,665,13,5,6,6,6
14:00:09,665,4,12,2,2,5
14:00:10,724,11,11,2,7,5
14:00:11,700,8,11,7,8,7
14:00:12,679,14,10,2,6,3
14:00:13,701,20,6,5,4,6
14:00:14,702,12,20,4,4,6
14:00:15,714,11,16,4,8,4
14:00:16,631,14,10,9,2,4
14:00:17,664,10,7,3,8,7
14:00:18,655,10,14,3,6,7
14:00:19,705,7,8,2,7,4
14:00:20,706,15,8,5,6,2
14:00:21,704,14,9,4,6,1
14:00:22,680,12,10,4,7,4
14:00:23,699,10,5,6,2,4
14:00:24,691,9,8,6,2,4
14:00:25,645,11,11,6,3,0
14:00:26,636,6,12,3,5,6
14:00:27,682,14,6,4,9,3
14:00:28,705,17,11,1,5,9
14:00:29,755,7,6,7,6,11
14:00:30,717,8,8,3,11,3
14:00:31,682,9,12,9,6,4
14:00:32,714,9,7,3,4,5
14:00:33,750,16,8,6,3,8
14:00:34,765,17,7,4,7,6
14:00:35,686,20,12,4,6,7
14:00:36,735,17,10,6,4,7
14:00:37,707,4,11,4,4,5
14:00:38,651,12,15,8,4,1
14:00:39,712,13,15,8,5,7
14:00:40,658,17,8,2,2,5
14:00:41,670,9,9,7,5,8
14:00:42,733,13,10,8,3,7
14:00:43,678,9,7,0,5,7
14:00:44,676,10,9,3,5,5
14:00:45,695,5,11,4,3,6
14:00:46,711,13,5,2,5,2
14:00:47,676,9,6,4,2,10
14:00:48,675,12,7,6,6,6
14:00:49,708,10,9,5,4,7
14:00:50,679,9,5,4,5,1
14:00:51,682,11,7,3,4,9
14:00:52,671,12,7,2,4,4
14:00:53,714,10,15,2,7,9
14:00:54,716,12,9,4,5,3
14:00:55,713,7,11,5,5,9
14:00:56,689,10,8,4,5,6
14:00:57,701,12,9,8,4,10
14:00:58,641,14,4,4,1,8
14:00:59,716,14,10,3,4,5
14:01:00,656,25,6,2,5,5
14:01:01,727,10,6,1,5,7
14:01:02,750,15,7,5,7,3
14:01:03,690,8,8,2,5,3
14:01:04,723,17,8,7,2,6
14:01:05,695,23,8,12,4,8
14:01:06,726,20,10,2,2,4
14:01:07,693,29,5,2,4,5
14:01:08,722,15,6,2,7,7
14:01:09,753,18,14,3,8,8
14:01:10,726,20,13,7,6,5
14:01:11,717,17,8,2,6,7
14:01:12,738,8,11,5,8,3
14:01:13,699,21,6,5,2,6
14:01:14,695,17,10,1,3,5
14:01:15,698,15,7,4,4,6
14:01:16,690,21,9,6,5,7
14:01:17,716,18,9,3,2,8
14:01:18,738,13,4,2,8,4
14:01:19,755,10,8,4,10,8
14:01:20,794,20,11,3,4,4
14:01:21,681,15,3,10,2,6
14:01:22,682,15,5,1,4,6
14:01:23,701,23,14,5,6,5
14:01:24,775,14,16,1,4,4
14:01:25,705,14,3,3,6,3
14:01:26,704,18,10,3,9,6
14:01:27,729,16,4,9,6,3
14:01:28,720,14,7,5,1,3
14:01:29,691,12,15,6,4,4
14:01:30,724,13,10,6,5,3
14:01:31,738,23,10,4,4,2
14:01:32,702,17,11,4,10,7
14:01:33,738,7,4,4,2,6
14:01:34,703,13,7,3,8,9
14:01:35,731,21,9,5,4,4
14:01:36,714,12,8,5,5,8
14:01:37,661,15,4,4,6,4
14:01:38,661,9,7,10,6,2
14:01:39,691,13,8,5,7,3
14:01:40,687,11,4,1,1,7
14:01:41,669,14,11,4,6,1
14:01:42,701,9,5,4,4,10
14:01:43,693,12,9,6,4,10
14:01:44,731,20,9,5,5,2
14:01:45,720,13,8,6,7,3
14:01:46,683,17,9,3,6,5
14:01:47,692,20,13,4,5,5
14:01:48,709,17,9,8,2,1
14:01:49,703,28,7,5,3,5
14:01:50,729,23,15,7,5,3
14:01:51,704,30,15,6,5,2
14:01:52,664,20,6,3,7,8
14:01:53,685,15,2,9,7,2
14:01:54,686,9,6,4,4,4
14:01:55,702,14,6,4,5,3
14:01:56,674,11,11,6,4,3
14:01:57,673,5,5,6,4,3
14:01:58,682,12,3,6,4,10
14:01:59,712,19,6,3,3,7
14:02:00,710,19,4,4,5,4
14:02:01,704,13,9,9,6,8
14:02:02,718,15,12,6,6,2
14:02:03,731,15,9,3,4,5
14:02:04,728,20,13,4,3,4
14:02:05,702,14,9,7,2,4
14:02:06,696,17,7,1,5,6
14:02:07,713,12,15,3,7,2
14:02:08,715,14,15,5,9,5
14:02:09,707,9,7,6,3,5
14:02:10,734,17,11,4,4,8
14:02:11,716,15,11,4,5,7
14:02:12,713,14,7,5,4,2
14:02:13,716,15,8,4,8,5
14:02:14,721,17,7,3,6,4
14:02:15,654,16,7,3,8,4
14:02:16,673,17,7,5,3,3
14:02:17,675,25,7,4,5,5
14:02:18,690,15,7,2,6,2
14:02:19,732,21,5,6,7,4
14:02:20,758,18,10,6,4,4
14:02:21,729,10,10,4,8,2
14:02:22,755,20,5,3,7,5
14:02:23,722,16,7,1,7,11
14:02:24,725,14,6,3,7,5
14:02:25,720,17,7,9,8,1
14:02:26,715,22,5,4,7,6
14:02:27,728,19,9,5,8,3
14:02:28,693,16,5,2,1,2
14:02:29,663,16,6,4,7,7
14:02:30,672,10,11,7,7,7
14:02:31,751,18,10,3,4,1
14:02:32,710,16,6,8,8,5
14:02:33,696,16,7,3,8,3
14:02:34,696,18,13,4,4,4
14:02:35,715,16,8,6,5,4
14:02:36,708,17,8,3,3,7
14:02:37,676,14,8,5,8,2
14:02:38,688,15,9,7,11,6
14:02:39,703,6,7,6,3,8
14:02:40,664,10,11,6,7,6
14:02:41,676,10,1,5,4,6
14:02:42,697,16,11,6,7,2
14:02:43,696,15,7,3,5,3
14:02:44,724,25,5,3,4,5
14:02:45,724,22,9,3,4,5
14:02:46,724,33,8,4,3,4
14:02:47,709,20,8,11,4,4
14:02:48,678,9,0,4,4,6
14:02:49,724,14,7,7,2,8
14:02:50,715,9,7,4,4,5
14:02:51,744,11,6,3,7,1
14:02:52,729,13,7,1,5,5
14:02:53,720,12,5,5,6,4
14:02:54,664,5,3,1,5,0
14:02:55,695,15,4,4,4,6
14:02:56,775,11,9,3,3,4
14:02:57,727,13,11,7,5,3
14:02:58,690,10,6,7,9,6
14:02:59,690,6,10,4,6,6
14:03:00,664,9,2,4,4,3
14:03:01,691,10,8,4,3,8
14:03:02,723,12,6,10,4,8
14:03:03,668,11,7,6,6,5
14:03:04,724,13,4,5,5,5
14:03:05,725,15,11,3,9,9
14:03:06,660,12,3,2,3,2
14:03:07,686,12,11,4,6,6
14:03:08,713,16,11,3,4,8
14:03:09,743,13,6,1,8,7
14:03:10,700,13,6,2,5,3
14:03:11,734,14,4,5,4,4
14:03:12,737,12,9,3,3,1
14:03:13,681,10,10,4,4,3
14:03:14,681,11,8,4,5,0
14:03:15,650,12,10,4,9,2
14:03:16,740,18,3,5,7,7
14:03:17,724,8,11,2,9,8
14:03:18,693,16,7,4,6,8
14:03:19,712,16,7,3,4,3
14:03:20,693,8,10,4,5,7
14:03:21,694,11,5,2,8,6
14:03:22,692,14,9,8,4,4
14:03:23,665,13,8,5,10,2
14:03:24,709,15,5,7,3,2
14:03:25,700,17,4,4,9,5
14:03:26,660,14,5,7,2,4
14:03:27,698,17,13,5,4,5
14:03:28,706,28,6,2,7,2
14:03:29,652,16,7,3,4,1
14:03:30,765,13,3,7,9,5
14:03:31,723,14,1,5,5,5
14:03:32,724,18,8,3,4,2
14:03:33,673,10,7,0,4,3
14:03:34,716,11,6,5,3,5
14:03:35,691,7,7,7,1,5
14:03:36,649,7,5,7,5,3
14:03:37,675,19,6,0,3,4
14:03:38,695,9,8,7,6,4
14:03:39,688,9,9,2,9,1
14:03:40,629,13,4,4,5,5
14:03:41,695,14,7,7,3,2
14:03:42,742,12,5,3,5,4
14:03:43,712,10,4,4,3,6
14:03:44,698,21,5,2,6,0
14:03:45,670,13,5,3,8,6
14:03:46,722,14,12,7,3,3
14:03:47,693,11,6,1,8,5
14:03:48,684,13,7,7,1,4
14:03:49,695,15,8,5,8,3
14:03:50,685,15,6,6,8,1
14:03:51,709,11,6,4,8,7
14:03:52,665,14,3,3,3,4
14:03:53,674,13,6,3,4,5
14:03:54,703,6,11,2,6,2
14:03:55,661,2,2,6,2,7
14:03:56,640,6,4,8,5,3
14:03:57,741,13,3,6,7,8
14:03:58,737,20,8,6,7,7
14:03:59,691,7,5,2,3,5
14:04:00,741,11,7,5,4,3
14:04:01,698,6,5,5,6,6
14:04:02,672,8,9,2,4,8
14:04:03,712,14,5,3,2,4
14:04:04,680,15,3,2,4,3
14:04:05,714,15,14,8,8,2
14:04:06,728,7,6,5,6,4
14:04:07,666,10,13,3,6,2
14:04:08,660,10,7,3,7,4
14:04:09,680,13,5,4,2,4
14:04:10,728,13,7,4,5,4
14:04:11,699,17,3,3,7,3
14:04:12,701,13,11,5,7,4
14:04:13,679,13,5,1,3,6
14:04:14,711,9,7,5,2,5
14:04:15,715,9,10,4,6,2
14:04:16,722,10,2,6,2,3
14:04:17,683,14,7,3,5,5
14:04:18,705,14,8,8,9,0
14:04:19,677,9,3,5,7,4
14:04:20,638,13,6,2,1,6
14:04:21,656,7,9,3,6,2
14:04:22,657,13,7,6,3,5
14:04:23,619,9,5,3,9,3
14:04:24,717,9,7,3,10,5
14:04:25,709,19,6,7,8,3
14:04:26,695,13,8,10,4,5
14:04:27,734,20,6,6,6,2
14:04:28,666,14,8,4,1,4
14:04:29,699,11,7,5,3,2
14:04:30,661,13,6,1,4,2
14:04:31,712,16,5,5,4,9
14:04:32,662,11,3,2,9,2
14:04:33,726,12,4,6,8,5
14:04:34,710,20,8,5,5,3
14:04:35,740,13,5,6,5,5
14:04:36,748,24,2,5,7,1
14:04:37,678,15,8,2,9,5
14:04:38,724,7,1,3,8,2
14:04:39,672,10,10,4,6,3
14:04:40,707,14,5,4,11,1
14:04:41,694,23,5,1,5,3
14:04:42,686,20,6,1,6,4
14:04:43,700,25,5,4,5,5
14:04:44,720,19,8,10,6,6
14:04:45,746,20,5,7,5,4
14:04:46,719,25,3,3,8,1
14:04:47,738,25,6,2,6,4
14:04:48,695,27,5,4,7,4
14:04:49,714,24,5,7,3,6
14:04:50,661,26,8,7,1,2
14:04:51,681,24,11,3,9,5
14:04:52,661,18,7,5,7,5
14:04:53,678,23,3,4,4,6
14:04:54,729,30,9,6,7,2
14:04:55,687,21,6,2,7,8
14:04:56,728,17,3,9,7,3
14:04:57,716,28,3,3,3,4
14:04:58,709,20,6,4,4,3
14:04:59,665,18,5,2,4,7
14:05:00,711,21,5,4,7,2
14:05:01,673,15,6,5,4,3
14:05:02,738,17,10,7,6,2
14:05:03,736,12,5,6,9,2
14:05:04,692,13,6,3,4,2
14:05:05,737,23,2,0,2,5
14:05:06,701,13,3,9,8,4
14:05:07,721,16,8,4,4,6
14:05:08,682,33,6,8,9,4
14:05:09,715,18,10,12,6,6
14:05:10,675,8,4,2,5,7
14:05:11,716,22,4,5,5,3
14:05:12,690,10,6,5,7,3
14:05:13,702,12,5,2,6,3
14:05:14,686,13,7,5,5,3
14:05:15,728,30,1,5,6,3
14:05:16,706,22,7,3,5,7
14:05:17,718,16,7,3,10,3
14:05:18,658,9,7,1,7,4
14:05:19,690,6,3,7,5,3
14:05:20,711,8,4,2,5,4
14:05:21,704,9,7,2,4,6
14:05:22,682,14,4,5,3,7
14:05:23,679,11,8,2,6,3
14:05:24,619,17,3,4,8,3
14:05:25,745,16,3,4,9,5
14:05:26,700,15,11,2,1,5
14:05:27,716,18,4,7,5,2
14:05:28,674,14,9,5,7,5
14:05:29,656,14,6,4,4,2
14:05:30,734,12,4,2,5,2
14:05:31,734,9,7,7,4,3
14:05:32,765,12,7,6,4,3
14:05:33,713,17,5,5,7,4
14:05:34,739,13,2,4,11,4
14:05:35,708,12,4,4,8,2
14:05:36,694,9,6,5,7,6
14:05:37,661,10,8,4,3,5
14:05:38,688,10,3,7,6,3
14:05:39,703,9,4,2,5,6
14:05:40,673,7,7,4,4,4
14:05:41,690,9,5,3,0,3
14:05:42,682,11,3,4,10,5
14:05:43,670,15,6,3,1,6
14:05:44,667,17,10,2,4,5
14:05:45,747,12,5,4,5,3
14:05:46,664,11,3,2,6,5
14:05:47,749,14,8,2,7,4
14:05:48,692,12,6,3,4,3
14:05:49,730,14,5,4,4,8
14:05:50,754,13,6,12,6,5
14:05:51,726,9,2,4,4,5
14:05:52,710,11,5,4,2,3
14:05:53,784,16,7,6,7,4
14:05:54,674,3,4,9,2,6
14:05:55,686,6,6,1,6,4
14:05:56,691,7,9,0,6,3
14:05:57,682,5,10,3,7,0
14:05:58,723,9,6,3,4,5
14:05:59,734,4,0,3,8,5
14:06:00,722,8,4,6,4,4
14:06:01,700,8,7,4,4,5
14:06:02,735,13,1,2,4,4
14:06:03,744,10,5,5,7,3
14:06:04,708,11,5,5,6,4
14:06:05,700,7,2,5,3,3
14:06:06,715,11,4,6,6,2
14:06:07,686,6,7,9,8,3
14:06:08,718,9,8,3,4,7
14:06:09,678,12,2,4,6,3
14:06:10,756,12,4,4,11,7
14:06:11,714,10,5,5,4,5
14:06:12,683,9,5,2,9,4
14:06:13,676,10,6,2,7,7
14:06:14,689,16,3,5,3,8
14:06:15,671,9,2,3,2,1
14:06:16,681,12,11,5,4,3
14:06:17,717,12,9,11,5,2
14:06:18,709,20,3,2,9,1
14:06:19,737,14,6,3,6,2
14:06:20,716,19,9,3,3,4
14:06:21,748,16,8,2,5,5
14:06:22,710,13,6,3,7,4
14:06:23,686,18,8,6,3,7
14:06:24,744,16,6,2,2,1
14:06:25,751,8,4,6,2,2
14:06:26,742,8,6,7,6,2
14:06:27,721,13,4,1,4,5
14:06:28,753,11,5,2,4,0
14:06:29,701,7,5,4,7,0
14:06:30,729,8,1,6,6,6
14:06:31,733,13,7,3,11,0
14:06:32,761,15,4,3,5,1
14:06:33,742,14,7,5,2,2
14:06:34,739,10,7,5,9,6
14:06:35,726,14,10,4,2,8
14:06:36,699,6,1,3,5,5
14:06:37,689,9,3,4,5,6
14:06:38,735,12,5,6,6,5
14:06:39,735,5,3,4,4,2
14:06:40,735,10,7,5,6,1
14:06:41,724,10,10,2,5,1
14:06:42,664,12,6,6,6,6
14:06:43,647,13,2,6,6,1
14:06:44,721,8,2,2,1,3
14:06:45,706,13,5,7,3,1
14:06:46,690,14,1,3,6,3
14:06:47,701,17,1,4,5,3
14:06:48,708,9,3,7,5,3
14:06:49,733,6,5,6,8,1
14:06:50,705,12,8,7,3,4
14:06:51,688,9,7,4,6,3
14:06:52,695,11,8,3,9,4
14:06:53,723,3,9,3,8,3
14:06:54,751,16,4,4,8,3
14:06:55,703,6,4,6,2,8
14:06:56,745,10,5,5,4,2
14:06:57,812,9,4,6,2,3
14:06:58,771,16,4,1,4,3
14:06:59,725,10,4,3,5,5
14:07:00,726,8,2,4,5,7
14:07:01,779,10,6,8,3,3
14:07:02,746,11,2,8,6,8
14:07:03,710,13,7,4,6,0
14:07:04,688,11,6,2,6,6
14:07:05,666,6,3,3,4,4
14:07:06,714,15,5,7,3,4
14:07:07,662,9,5,10,8,4
14:07:08,706,17,4,4,8,4
14:07:09,766,16,10,7,5,4
14:07:10,762,13,6,5,10,1
14:07:11,799,11,7,2,4,3
14:07:12,763,10,7,3,6,3
14:07:13,702,6,4,2,6,3
14:07:14,761,6,4,6,5,5
14:07:15,673,6,4,4,4,5
14:07:16,652,9,3,4,2,2
14:07:17,698,6,6,6,10,2
14:07:18,737,15,6,1,9,4
14:07:19,780,16,5,4,4,4
14:07:20,739,11,5,0,5,6
14:07:21,740,8,4,5,2,5
14:07:22,749,14,7,5,2,2
14:07:23,713,15,5,4,6,4
14:07:24,695,17,4,4,5,3
14:07:25,703,10,2,5,3,7
14:07:26,704,8,7,3,5,4
14:07:27,751,9,9,2,4,5
14:07:28,720,10,7,0,5,1
14:07:29,705,16,3,2,6,6
14:07:30,768,17,5,5,4,7
14:07:31,718,15,5,2,8,5
14:07:32,784,13,7,4,7,3
14:07:33,746,13,7,5,3,3
14:07:34,787,5,5,4,2,3
14:07:35,781,9,8,3,4,3
14:07:36,787,12,2,6,8,7
14:07:37,784,12,6,5,2,2
14:07:38,815,13,8,6,6,5
14:07:39,769,21,5,5,7,8
14:07:40,774,18,6,6,5,2
14:07:41,723,13,3,2,3,3
14:07:42,791,12,7,9,8,4
14:07:43,687,12,3,5,4,1
14:07:44,717,10,3,6,2,2
14:07:45,776,11,5,7,4,5
14:07:46,684,10,10,5,5,1
14:07:47,752,12,9,1,3,5
14:07:48,693,14,4,3,3,0
14:07:49,711,12,5,4,3,3
14:07:50,697,8,5,5,5,4
14:07:51,751,15,5,8,6,7
14:07:52,758,13,9,7,8,5
14:07:53,727,20,3,2,7,7
14:07:54,678,16,3,1,3,4
14:07:55,721,12,5,4,1,1
14:07:56,755,13,3,7,6,6
14:07:57,763,9,4,4,7,4
14:07:58,767,13,6,2,7,1
14:07:59,774,15,6,5,8,4
14:08:00,721,7,6,5,4,0
14:08:01,707,20,6,2,7,7
14:08:02,769,10,5,6,2,2
14:08:03,701,7,1,5,2,2
14:08:04,732,7,11,5,6,3
14:08:05,705,12,2,3,7,1
14:08:06,690,7,5,0,2,4
14:08:07,753,11,7,6,5,0
14:08:08,712,7,3,1,2,1
14:08:09,750,16,8,5,4,1
14:08:10,730,9,7,4,3,2
14:08:11,732,14,5,4,8,4
14:08:12,746,21,11,2,3,2
14:08:13,787,13,3,2,3,6
14:08:14,705,12,8,10,1,2
14:08:15,778,11,7,7,3,5
14:08:16,722,18,6,5,6,5
14:08:17,719,13,2,6,3,5
14:08:18,727,12,8,6,5,3
14:08:19,753,11,9,7,6,2
14:08:20,737,18,3,5,5,5
14:08:21,712,10,7,7,3,5
14:08:22,707,11,5,5,10,3
14:08:23,752,10,5,7,3,3
14:08:24,757,11,3,6,4,3
14:08:25,722,11,6,4,3,4
14:08:26,757,9,6,3,7,5
14:08:27,711,14,2,10,4,4
14:08:28,774,9,4,3,2,3
14:08:29,717,11,3,5,9,1
14:08:30,736,11,6,8,6,4
14:08:31,710,9,4,7,1,3
14:08:32,809,22,7,5,4,3
14:08:33,709,16,5,3,8,4
14:08:34,776,21,9,3,3,9
14:08:35,780,19,7,6,1,2
14:08:36,719,8,5,9,9,2
14:08:37,736,13,6,6,8,2
14:08:38,688,6,3,8,2,2
14:08:39,753,14,5,5,2,7
14:08:40,734,10,9,3,2,5
14:08:41,738,15,7,3,7,3
14:08:42,748,15,6,2,10,7
14:08:43,692,14,5,4,2,2
14:08:44,748,16,3,9,3,6
14:08:45,730,14,3,6,6,0
14:08:46,779,20,3,5,4,2
